,Energy
2002-09-11,5683.625
2002-09-12,5367.75
2002-09-13,5357.333333333333
2002-09-14,5077.916666666667
2002-09-15,5092.291666666667
2002-09-16,5758.208333333333
2002-09-17,5589.208333333333
2002-09-18,5620.208333333333
2002-09-19,5939.083333333333
2002-09-20,6167.041666666667
2002-09-21,5397.583333333333
2002-09-22,5049.75
2002-09-23,5289.041666666667
2002-09-24,5223.375
2002-09-25,5213.041666666667
2002-09-26,5223.291666666667
2002-09-27,5214.458333333333
2002-09-28,4695.083333333333
2002-09-29,4457.416666666667
2002-09-30,5206.708333333333
2002-10-01,5414.666666666667
2002-10-02,5657.875
2002-10-03,5829.833333333333
2002-10-04,5761.958333333333
2002-10-05,5082.208333333333
2002-10-06,4558.583333333333
2002-10-07,5151.791666666667
2002-10-08,5154.916666666667
2002-10-09,5204.208333333333
2002-10-10,5249.041666666667
2002-10-11,5132.333333333333
2002-10-12,4686.958333333333
2002-10-13,4519.625
2002-10-14,5229.958333333333
2002-10-15,5439.291666666667
2002-10-16,5455.583333333333
2002-10-17,5477.583333333333
2002-10-18,5468.791666666667
2002-10-19,5083.416666666667
2002-10-20,4752.958333333333
2002-10-21,5429.25
2002-10-22,5492.916666666667
2002-10-23,5487.5
2002-10-24,5602.208333333333
2002-10-25,5558.5
2002-10-26,4953.375
2002-10-27,4709.541666666667
2002-10-28,5444.875
2002-10-29,5821.916666666667
2002-10-30,5981.333333333333
2002-10-31,5829.0
2002-11-01,5856.0
2002-11-02,5478.833333333333
2002-11-03,5212.125
2002-11-04,5710.916666666667
2002-11-05,5779.75
2002-11-06,5745.916666666667
2002-11-07,5842.291666666667
2002-11-08,5550.416666666667
2002-11-09,4957.0
2002-11-10,4656.0
2002-11-11,5117.333333333333
2002-11-12,5520.75
2002-11-13,5654.291666666667
2002-11-14,5695.833333333333
2002-11-15,5506.208333333333
2002-11-16,5243.666666666667
2002-11-17,5273.0
2002-11-18,6016.833333333333
2002-11-19,6070.916666666667
2002-11-20,5852.541666666667
2002-11-21,5858.541666666667
2002-11-22,5857.583333333333
2002-11-23,5707.291666666667
2002-11-24,5219.375
2002-11-25,5733.583333333333
2002-11-26,5915.458333333333
2002-11-27,6080.708333333333
2002-11-28,5612.666666666667
2002-11-29,5480.25
2002-11-30,5283.333333333333
2002-12-01,5802.708333333333
2002-12-02,6166.75
2002-12-03,6619.625
2002-12-04,6967.5
2002-12-05,6850.541666666667
2002-12-06,6626.666666666667
2002-12-07,6299.5
2002-12-08,5868.291666666667
2002-12-09,6713.041666666667
2002-12-10,6802.208333333333
2002-12-11,6648.208333333333
2002-12-12,6333.541666666667
2002-12-13,6372.0
2002-12-14,5985.541666666667
2002-12-15,5703.583333333333
2002-12-16,6324.125
2002-12-17,6662.166666666667
2002-12-18,6490.25
2002-12-19,6174.041666666667
2002-12-20,5812.791666666667
2002-12-21,5680.583333333333
2002-12-22,5472.5
2002-12-23,5865.333333333333
2002-12-24,5658.875
2002-12-25,5417.791666666667
2002-12-26,6058.666666666667
2002-12-27,6225.75
2002-12-28,6007.625
2002-12-29,5598.958333333333
2002-12-30,6074.125
2002-12-31,5511.583333333333
2003-01-01,5192.0
2003-01-02,5909.083333333333
2003-01-03,6200.833333333333
2003-01-04,6026.833333333333
2003-01-05,5903.125
2003-01-06,6422.583333333333
2003-01-07,6725.291666666667
2003-01-08,6270.625
2003-01-09,5868.166666666667
2003-01-10,6159.666666666667
2003-01-11,6335.625
2003-01-12,6290.833333333333
2003-01-13,6709.791666666667
2003-01-14,6851.25
2003-01-15,7017.333333333333
2003-01-16,7201.375
2003-01-17,6942.0
2003-01-18,6835.25
2003-01-19,6465.166666666667
2003-01-20,6831.541666666667
2003-01-21,6996.75
2003-01-22,7253.708333333333
2003-01-23,7643.5
2003-01-24,7338.916666666667
2003-01-25,6671.166666666667
2003-01-26,6337.833333333333
2003-01-27,7335.833333333333
2003-01-28,7055.875
2003-01-29,6544.375
2003-01-30,6449.125
2003-01-31,6388.708333333333
2003-02-01,5904.916666666667
2003-02-02,5575.583333333333
2003-02-03,6111.833333333333
2003-02-04,6191.416666666667
2003-02-05,6666.625
2003-02-06,6783.166666666667
2003-02-07,6546.041666666667
2003-02-08,6459.208333333333
2003-02-09,6126.208333333333
2003-02-10,6533.708333333333
2003-02-11,6756.833333333333
2003-02-12,6797.166666666667
2003-02-13,7067.166666666667
2003-02-14,6536.583333333333
2003-02-15,6178.625
2003-02-16,6561.708333333333
2003-02-17,6397.916666666667
2003-02-18,6382.166666666667
2003-02-19,6334.416666666667
2003-02-20,6093.583333333333
2003-02-21,6300.958333333333
2003-02-22,5866.708333333333
2003-02-23,5875.666666666667
2003-02-24,6460.5
2003-02-25,6642.958333333333
2003-02-26,6934.625
2003-02-27,6785.625
2003-02-28,6399.416666666667
2003-03-01,5828.041666666667
2003-03-02,5609.333333333333
2003-03-03,6674.583333333333
2003-03-04,6457.791666666667
2003-03-05,5998.333333333333
2003-03-06,6328.125
2003-03-07,6321.708333333333
2003-03-08,5641.666666666667
2003-03-09,5363.625
2003-03-10,6482.625
2003-03-11,6475.875
2003-03-12,6111.333333333333
2003-03-13,5822.75
2003-03-14,5906.875
2003-03-15,5378.166666666667
2003-03-16,4835.458333333333
2003-03-17,5185.875
2003-03-18,5233.708333333333
2003-03-19,5410.625
2003-03-20,5847.25
2003-03-21,5501.583333333333
2003-03-22,4990.458333333333
2003-03-23,4813.625
2003-03-24,5359.416666666667
2003-03-25,5266.125
2003-03-26,5269.958333333333
2003-03-27,5404.708333333333
2003-03-28,5216.125
2003-03-29,4792.708333333333
2003-03-30,5259.541666666667
2003-03-31,6098.041666666667
2003-04-01,5832.666666666667
2003-04-02,5349.708333333333
2003-04-03,5208.791666666667
2003-04-04,5107.25
2003-04-05,4850.166666666667
2003-04-06,4895.854166666667
2003-04-07,5941.0
2003-04-08,5925.333333333333
2003-04-09,5836.166666666667
2003-04-10,5686.333333333333
2003-04-11,5716.875
2003-04-12,4923.708333333333
2003-04-13,4676.333333333333
2003-04-14,5270.0
2003-04-15,5253.375
2003-04-16,5253.583333333333
2003-04-17,5141.125
2003-04-18,5204.541666666667
2003-04-19,4838.625
2003-04-20,4486.791666666667
2003-04-21,5123.958333333333
2003-04-22,5279.291666666667
2003-04-23,5433.458333333333
2003-04-24,5445.083333333333
2003-04-25,5262.458333333333
2003-04-26,4809.583333333333
2003-04-27,4595.041666666667
2003-04-28,5211.166666666667
2003-04-29,5163.916666666667
2003-04-30,5217.166666666667
2003-05-01,5327.375
2003-05-02,5196.833333333333
2003-05-03,4575.958333333333
2003-05-04,4426.708333333333
2003-05-05,5266.333333333333
2003-05-06,5307.25
2003-05-07,5302.375
2003-05-08,5315.291666666667
2003-05-09,5206.125
2003-05-10,4835.458333333333
2003-05-11,4711.208333333333
2003-05-12,5201.416666666667
2003-05-13,5250.416666666667
2003-05-14,5251.375
2003-05-15,5218.5
2003-05-16,5178.208333333333
2003-05-17,4770.75
2003-05-18,4625.0
2003-05-19,5257.375
2003-05-20,5236.916666666667
2003-05-21,5228.75
2003-05-22,5301.541666666667
2003-05-23,5178.75
2003-05-24,4555.333333333333
2003-05-25,4345.875
2003-05-26,4427.5
2003-05-27,5065.166666666667
2003-05-28,5220.625
2003-05-29,5267.770833333333
2003-05-30,5213.25
2003-05-31,4754.416666666667
2003-06-01,4480.166666666667
2003-06-02,5191.5
2003-06-03,5321.916666666667
2003-06-04,5308.166666666667
2003-06-05,5265.708333333333
2003-06-06,5262.916666666667
2003-06-07,4797.375
2003-06-08,4661.333333333333
2003-06-09,5304.416666666667
2003-06-10,5509.208333333333
2003-06-11,5677.416666666667
2003-06-12,5828.333333333333
2003-06-13,5704.166666666667
2003-06-14,5304.416666666667
2003-06-15,5057.5
2003-06-16,5524.583333333333
2003-06-17,5346.166666666667
2003-06-18,5504.375
2003-06-19,5675.333333333333
2003-06-20,5202.791666666667
2003-06-21,4663.875
2003-06-22,4694.875
2003-06-23,5595.833333333333
2003-06-24,6021.791666666667
2003-06-25,6301.958333333333
2003-06-26,6566.5
2003-06-27,5907.375
2003-06-28,5140.916666666667
2003-06-29,5272.083333333333
2003-06-30,5865.541666666667
2003-07-01,5802.125
2003-07-02,5691.833333333333
2003-07-03,5648.583333333333
2003-07-04,5400.208333333333
2003-07-05,5603.541666666667
2003-07-06,5752.166666666667
2003-07-07,6193.25
2003-07-08,6303.791666666667
2003-07-09,6212.208333333333
2003-07-10,5892.583333333333
2003-07-11,5800.125
2003-07-12,5184.458333333333
2003-07-13,4992.25
2003-07-14,5850.125
2003-07-15,6162.583333333333
2003-07-16,6445.791666666667
2003-07-17,6121.291666666667
2003-07-18,5761.25
2003-07-19,5273.25
2003-07-20,5115.25
2003-07-21,6164.458333333333
2003-07-22,6097.291666666667
2003-07-23,5828.25
2003-07-24,5790.375
2003-07-25,5910.458333333333
2003-07-26,5699.833333333333
2003-07-27,5735.041666666667
2003-07-28,6071.875
2003-07-29,5875.083333333333
2003-07-30,6046.25
2003-07-31,5995.791666666667
2003-08-01,5828.916666666667
2003-08-02,5804.333333333333
2003-08-03,5465.0
2003-08-04,6067.041666666667
2003-08-05,5983.5
2003-08-06,5990.5
2003-08-07,5995.166666666667
2003-08-08,5960.375
2003-08-09,5582.75
2003-08-10,5449.291666666667
2003-08-11,6052.125
2003-08-12,6304.208333333333
2003-08-13,6524.625
2003-08-14,6821.125
2003-08-15,6691.125
2003-08-16,5970.125
2003-08-17,5576.333333333333
2003-08-18,6076.708333333333
2003-08-19,6149.708333333333
2003-08-20,6438.625
2003-08-21,6718.416666666667
2003-08-22,6726.75
2003-08-23,5682.125
2003-08-24,5043.791666666667
2003-08-25,6155.916666666667
2003-08-26,6413.916666666667
2003-08-27,6110.041666666667
2003-08-28,6309.791666666667
2003-08-29,6476.5
2003-08-30,5552.791666666667
2003-08-31,4843.125
2003-09-01,5240.041666666667
2003-09-02,5864.333333333333
2003-09-03,5971.708333333333
2003-09-04,5968.666666666667
2003-09-05,5389.625
2003-09-06,4875.375
2003-09-07,4750.375
2003-09-08,5551.666666666667
2003-09-09,5633.916666666667
2003-09-10,5520.333333333333
2003-09-11,5543.375
2003-09-12,5342.916666666667
2003-09-13,5038.0
2003-09-14,5162.25
2003-09-15,5709.5
2003-09-16,5485.791666666667
2003-09-17,5462.791666666667
2003-09-18,5284.791666666667
2003-09-19,5081.291666666667
2003-09-20,4856.666666666667
2003-09-21,4741.708333333333
2003-09-22,5464.875
2003-09-23,5428.416666666667
2003-09-24,5302.958333333333
2003-09-25,5354.833333333333
2003-09-26,5280.875
2003-09-27,4948.541666666667
2003-09-28,4575.041666666667
2003-09-29,5143.375
2003-09-30,5255.166666666667
2003-10-01,5298.916666666667
2003-10-02,5409.791666666667
2003-10-03,5450.041666666667
2003-10-04,5005.541666666667
2003-10-05,4741.833333333333
2003-10-06,5313.0
2003-10-07,5374.25
2003-10-08,5333.0
2003-10-09,5304.625
2003-10-10,5201.708333333333
2003-10-11,4765.5
2003-10-12,4609.166666666667
2003-10-13,5234.791666666667
2003-10-14,5332.291666666667
2003-10-15,5356.5
2003-10-16,5451.5
2003-10-17,5406.458333333333
2003-10-18,4969.416666666667
2003-10-19,4783.083333333333
2003-10-20,5424.0
2003-10-21,5317.583333333333
2003-10-22,5479.083333333333
2003-10-23,5769.166666666667
2003-10-24,5657.041666666667
2003-10-25,5096.791666666667
2003-10-26,4777.041666666667
2003-10-27,5495.708333333333
2003-10-28,5662.75
2003-10-29,5615.5
2003-10-30,5575.583333333333
2003-10-31,5279.958333333333
2003-11-01,4804.291666666667
2003-11-02,4632.541666666667
2003-11-03,5258.291666666667
2003-11-04,5332.416666666667
2003-11-05,5390.0
2003-11-06,5411.416666666667
2003-11-07,5346.666666666667
2003-11-08,5260.25
2003-11-09,5350.958333333333
2003-11-10,5993.416666666667
2003-11-11,5820.375
2003-11-12,5553.708333333333
2003-11-13,5889.125
2003-11-14,6036.25
2003-11-15,5353.875
2003-11-16,5060.666666666667
2003-11-17,5545.166666666667
2003-11-18,5739.333333333333
2003-11-19,5539.416666666667
2003-11-20,5609.416666666667
2003-11-21,5547.958333333333
2003-11-22,5125.791666666667
2003-11-23,4970.208333333333
2003-11-24,5621.875
2003-11-25,6040.666666666667
2003-11-26,5943.791666666667
2003-11-27,5012.208333333333
2003-11-28,5019.083333333333
2003-11-29,5717.333333333333
2003-11-30,5442.208333333333
2003-12-01,5804.958333333333
2003-12-02,6443.666666666667
2003-12-03,6644.625
2003-12-04,6569.291666666667
2003-12-05,6531.583333333333
2003-12-06,6192.791666666667
2003-12-07,6130.291666666667
2003-12-08,6625.541666666667
2003-12-09,6501.125
2003-12-10,6370.083333333333
2003-12-11,6351.666666666667
2003-12-12,6507.5
2003-12-13,6386.958333333333
2003-12-14,6388.5
2003-12-15,6643.0
2003-12-16,6587.875
2003-12-17,6692.208333333333
2003-12-18,6898.875
2003-12-19,6846.416666666667
2003-12-20,6461.666666666667
2003-12-21,6303.75
2003-12-22,6289.708333333333
2003-12-23,5800.875
2003-12-24,5456.083333333333
2003-12-25,5527.083333333333
2003-12-26,5913.458333333333
2003-12-27,5683.791666666667
2003-12-28,5578.208333333333
2003-12-29,5938.375
2003-12-30,5976.625
2003-12-31,6224.208333333333
2004-01-01,5308.208333333333
2004-01-02,5637.916666666667
2004-01-03,5197.25
2004-01-04,5149.833333333333
2004-01-05,6035.958333333333
2004-01-06,6750.916666666667
2004-01-07,7422.458333333333
2004-01-08,7151.458333333333
2004-01-09,6912.958333333333
2004-01-10,7141.375
2004-01-11,6764.458333333333
2004-01-12,6638.208333333333
2004-01-13,6607.583333333333
2004-01-14,6956.958333333333
2004-01-15,7158.625
2004-01-16,7556.583333333333
2004-01-17,6987.041666666667
2004-01-18,6283.541666666667
2004-01-19,7284.625
2004-01-20,7359.625
2004-01-21,7398.125
2004-01-22,7100.583333333333
2004-01-23,7544.0
2004-01-24,6928.333333333333
2004-01-25,7156.541666666667
2004-01-26,7293.708333333333
2004-01-27,7095.333333333333
2004-01-28,7236.041666666667
2004-01-29,7112.5
2004-01-30,7236.583333333333
2004-01-31,7281.083333333333
2004-02-01,6772.833333333333
2004-02-02,7021.666666666667
2004-02-03,6807.5
2004-02-04,6595.25
2004-02-05,6916.041666666667
2004-02-06,6628.041666666667
2004-02-07,6300.708333333333
2004-02-08,6332.25
2004-02-09,6798.375
2004-02-10,6312.0
2004-02-11,6431.625
2004-02-12,6444.166666666667
2004-02-13,6379.375
2004-02-14,6116.625
2004-02-15,6065.333333333333
2004-02-16,6929.333333333333
2004-02-17,6788.375
2004-02-18,6619.916666666667
2004-02-19,6206.666666666667
2004-02-20,6016.208333333333
2004-02-21,5847.541666666667
2004-02-22,5851.166666666667
2004-02-23,6332.875
2004-02-24,6423.791666666667
2004-02-25,6470.833333333333
2004-02-26,6554.875
2004-02-27,6189.125
2004-02-28,5794.208333333333
2004-02-29,5457.083333333333
2004-03-01,5827.666666666667
2004-03-02,5582.791666666667
2004-03-03,5657.0
2004-03-04,5725.5
2004-03-05,5543.083333333333
2004-03-06,5094.25
2004-03-07,5177.666666666667
2004-03-08,6178.458333333333
2004-03-09,6242.25
2004-03-10,6271.958333333333
2004-03-11,6168.708333333333
2004-03-12,6158.791666666667
2004-03-13,5844.666666666667
2004-03-14,5596.791666666667
2004-03-15,5733.0
2004-03-16,6324.958333333333
2004-03-17,6395.75
2004-03-18,6174.125
2004-03-19,5997.208333333333
2004-03-20,5574.958333333333
2004-03-21,5474.75
2004-03-22,6513.75
2004-03-23,6369.541666666667
2004-03-24,5987.291666666667
2004-03-25,5579.166666666667
2004-03-26,5331.708333333333
2004-03-27,4926.375
2004-03-28,4737.75
2004-03-29,5406.916666666667
2004-03-30,5722.291666666667
2004-03-31,5788.25
2004-04-01,5912.083333333333
2004-04-02,5914.083333333333
2004-04-03,5372.125
2004-04-04,5483.354166666667
2004-04-05,6276.375
2004-04-06,5962.791666666667
2004-04-07,5494.958333333333
2004-04-08,5616.0
2004-04-09,5218.041666666667
2004-04-10,5044.541666666667
2004-04-11,4928.166666666667
2004-04-12,5920.875
2004-04-13,5951.75
2004-04-14,5908.0
2004-04-15,5697.125
2004-04-16,5471.208333333333
2004-04-17,4889.916666666667
2004-04-18,4758.291666666667
2004-04-19,5430.583333333333
2004-04-20,5393.625
2004-04-21,5412.75
2004-04-22,5368.583333333333
2004-04-23,5282.25
2004-04-24,4815.583333333333
2004-04-25,4621.208333333333
2004-04-26,5253.166666666667
2004-04-27,5340.916666666667
2004-04-28,5467.875
2004-04-29,5346.958333333333
2004-04-30,5224.916666666667
2004-05-01,4938.0
2004-05-02,4829.25
2004-05-03,5335.5
2004-05-04,5455.0
2004-05-05,5402.291666666667
2004-05-06,5462.958333333333
2004-05-07,5436.541666666667
2004-05-08,4915.625
2004-05-09,4904.25
2004-05-10,5772.541666666667
2004-05-11,5898.208333333333
2004-05-12,5987.375
2004-05-13,6105.791666666667
2004-05-14,6041.5
2004-05-15,5368.083333333333
2004-05-16,4914.75
2004-05-17,5751.208333333333
2004-05-18,5774.833333333333
2004-05-19,5595.25
2004-05-20,5716.125
2004-05-21,5716.875
2004-05-22,5523.458333333333
2004-05-23,5777.083333333333
2004-05-24,6405.041666666667
2004-05-25,6099.791666666667
2004-05-26,5976.5
2004-05-27,5873.833333333333
2004-05-28,5621.791666666667
2004-05-29,4759.291666666667
2004-05-30,4639.125
2004-05-31,4860.5
2004-06-01,5444.875
2004-06-02,5561.875
2004-06-03,5610.125
2004-06-04,5331.666666666667
2004-06-05,4901.208333333333
2004-06-06,4741.291666666667
2004-06-07,5685.166666666667
2004-06-08,6173.958333333333
2004-06-09,6609.25
2004-06-10,6359.958333333333
2004-06-11,5669.666666666667
2004-06-12,5150.791666666667
2004-06-13,5156.916666666667
2004-06-14,6261.5
2004-06-15,6391.041666666667
2004-06-16,6345.791666666667
2004-06-17,6568.208333333333
2004-06-18,6506.0
2004-06-19,5556.458333333333
2004-06-20,4801.708333333333
2004-06-21,5570.083333333333
2004-06-22,6060.375
2004-06-23,6009.375
2004-06-24,6101.5
2004-06-25,5925.666666666667
2004-06-26,5234.166666666667
2004-06-27,4920.208333333333
2004-06-28,5515.875
2004-06-29,5578.666666666667
2004-06-30,5760.0
2004-07-01,6027.166666666667
2004-07-02,6138.583333333333
2004-07-03,5754.458333333333
2004-07-04,5516.0
2004-07-05,5901.0
2004-07-06,6200.166666666667
2004-07-07,6216.625
2004-07-08,5975.541666666667
2004-07-09,5900.666666666667
2004-07-10,5573.416666666667
2004-07-11,5788.208333333333
2004-07-12,6477.708333333333
2004-07-13,6546.791666666667
2004-07-14,6380.25
2004-07-15,5877.0
2004-07-16,5926.166666666667
2004-07-17,5382.625
2004-07-18,5201.333333333333
2004-07-19,5857.916666666667
2004-07-20,6094.958333333333
2004-07-21,6427.583333333333
2004-07-22,6360.375
2004-07-23,6183.083333333333
2004-07-24,5461.125
2004-07-25,5185.083333333333
2004-07-26,5911.0
2004-07-27,6057.083333333333
2004-07-28,6003.916666666667
2004-07-29,6105.041666666667
2004-07-30,6377.291666666667
2004-07-31,5850.541666666667
2004-08-01,5869.541666666667
2004-08-02,6542.416666666667
2004-08-03,6637.166666666667
2004-08-04,6562.25
2004-08-05,5962.958333333333
2004-08-06,5361.958333333333
2004-08-07,4861.333333333333
2004-08-08,4818.791666666667
2004-08-09,5792.125
2004-08-10,6088.75
2004-08-11,6139.541666666667
2004-08-12,5709.083333333333
2004-08-13,5537.875
2004-08-14,5034.666666666667
2004-08-15,4989.0
2004-08-16,5740.541666666667
2004-08-17,5834.083333333333
2004-08-18,5998.541666666667
2004-08-19,6334.083333333333
2004-08-20,6344.958333333333
2004-08-21,5446.5
2004-08-22,4995.75
2004-08-23,5889.875
2004-08-24,6277.375
2004-08-25,6462.958333333333
2004-08-26,6298.75
2004-08-27,6548.333333333333
2004-08-28,6380.5
2004-08-29,6154.541666666667
2004-08-30,6440.708333333333
2004-08-31,6161.833333333333
2004-09-01,5959.25
2004-09-02,6057.833333333333
2004-09-03,5966.875
2004-09-04,5576.083333333333
2004-09-05,5312.375
2004-09-06,5100.916666666667
2004-09-07,5927.916666666667
2004-09-08,5996.708333333333
2004-09-09,5816.541666666667
2004-09-10,5670.083333333333
2004-09-11,5193.625
2004-09-12,5195.416666666667
2004-09-13,5899.916666666667
2004-09-14,5719.625
2004-09-15,5804.291666666667
2004-09-16,5949.791666666667
2004-09-17,5818.541666666667
2004-09-18,4892.25
2004-09-19,4627.416666666667
2004-09-20,5275.291666666667
2004-09-21,5468.625
2004-09-22,5622.375
2004-09-23,5762.208333333333
2004-09-24,5818.25
2004-09-25,5277.666666666667
2004-09-26,4933.083333333333
2004-09-27,5555.833333333333
2004-09-28,5623.291666666667
2004-09-29,5521.0
2004-09-30,5518.791666666667
2004-10-01,5365.625
2004-10-02,4981.708333333333
2004-10-03,4697.208333333333
2004-10-04,5319.625
2004-10-05,5349.541666666667
2004-10-06,5425.916666666667
2004-10-07,5492.0
2004-10-08,5367.333333333333
2004-10-09,4931.541666666667
2004-10-10,4723.666666666667
2004-10-11,5406.75
2004-10-12,5515.875
2004-10-13,5584.416666666667
2004-10-14,5485.5
2004-10-15,5393.541666666667
2004-10-16,5114.208333333333
2004-10-17,5038.208333333333
2004-10-18,5793.083333333333
2004-10-19,5599.041666666667
2004-10-20,5591.333333333333
2004-10-21,5603.25
2004-10-22,5479.791666666667
2004-10-23,5167.666666666667
2004-10-24,5057.208333333333
2004-10-25,5546.291666666667
2004-10-26,5576.708333333333
2004-10-27,5530.708333333333
2004-10-28,5476.875
2004-10-29,5411.833333333333
2004-10-30,4909.041666666667
2004-10-31,4719.583333333333
2004-11-01,5403.625
2004-11-02,5507.0
2004-11-03,5471.458333333333
2004-11-04,5775.166666666667
2004-11-05,5703.041666666667
2004-11-06,5250.458333333333
2004-11-07,4886.041666666667
2004-11-08,5643.208333333333
2004-11-09,6063.791666666667
2004-11-10,6088.833333333333
2004-11-11,5730.833333333333
2004-11-12,5837.833333333333
2004-11-13,5551.541666666667
2004-11-14,5543.916666666667
2004-11-15,6059.375
2004-11-16,5916.958333333333
2004-11-17,5801.5
2004-11-18,5657.25
2004-11-19,5548.958333333333
2004-11-20,5171.041666666667
2004-11-21,5060.25
2004-11-22,5684.333333333333
2004-11-23,5735.541666666667
2004-11-24,5650.708333333333
2004-11-25,5066.583333333333
2004-11-26,5569.875
2004-11-27,5368.708333333333
2004-11-28,5285.791666666667
2004-11-29,5953.75
2004-11-30,6076.125
2004-12-01,6074.208333333333
2004-12-02,6359.375
2004-12-03,6383.791666666667
2004-12-04,6078.958333333333
2004-12-05,5607.875
2004-12-06,6215.541666666667
2004-12-07,6084.375
2004-12-08,5964.458333333333
2004-12-09,6308.666666666667
2004-12-10,6002.625
2004-12-11,5743.541666666667
2004-12-12,5898.416666666667
2004-12-13,6571.25
2004-12-14,6968.291666666667
2004-12-15,7133.583333333333
2004-12-16,7059.5
2004-12-17,6551.875
2004-12-18,6371.75
2004-12-19,6444.083333333333
2004-12-20,7791.25
2004-12-21,7139.25
2004-12-22,6377.458333333333
2004-12-23,6150.416666666667
2004-12-24,6346.416666666667
2004-12-25,6264.166666666667
2004-12-26,6430.541666666667
2004-12-27,6934.333333333333
